Age,Country,Party,EPG,Vote
41,Italy,Forza Italia,EPP,2
56,Italy,Lega,IDG,1
31,Malta,Partit Laburista,S&D,2
70,Spain,Vox,ECR,2
55,Spain,Partido Socialista Obrero Español,S&D,2
43,Sweden,Centerpartiet,REG,2
67,Bulgaria,Union of Democratic Forces,EPP,2
66,France,Régions et Peuples Solidaires,Greens/EFA,2
38,Bulgaria,Movement for Rights and Freedoms,REG,2
55,United Kingdom,Scottish National Party,Greens/EFA,2
66,Portugal,Partido Social Democrata,EPP,2
57,United Kingdom,Sinn Féin,None,2
33,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
35,France,Rassemblement national,IDG,1
40,Greece,PASOK-KINAL,S&D,2
66,Hungary,Demokratikus Koalíció,S&D,2
53,Belgium,Parti Socialiste,S&D,2
49,Spain,Partido Popular,EPP,2
45,Belgium,Christlich Soziale Partei,EPP,2
48,Poland,Platforma Obywatelska,EPP,2
46,Romania,Uniunea Salvați România,REG,2
55,Greece,Coalition of the Radical Left,The Left,2
52,Greece,Nea Demokratia,EPP,2
74,Denmark,Socialistisk Folkeparti,Greens/EFA,2
56,Lithuania,Lietuvos Respublikos liberalų sąjūdis,REG,2
53,Romania,Partidul Social Democrat,S&D,2
43,Netherlands,Volkspartij voor Vrijheid en Democratie,REG,2
49,Italy,Lega,IDG,1
46,Poland,,S&D,1
24,France,Rassemblement national,IDG,1
51,Germany,Sozialdemokratische Partei Deutschlands,S&D,2
54,Spain,EH BILDU,The Left,2
63,Italy,Partito Democratico,S&D,2
68,Romania,Partidul Mișcarea Populară,EPP,2
52,Italy,Lega,IDG,1
49,Spain,Ciudadanos – Partido de la Ciudadanía,REG,2
42,France,,NI,1
54,Germany,Alternative für Deutschland,IDG,1
49,Germany,Freie Demokratische Partei,REG,2
48,Italy,Movimento 5 Stelle,NI,2
39,France,Rassemblement national,IDG,1
67,Poland,,S&D,1
34,France,Les Républicains,EPP,1
44,Romania,Partidul Social Democrat,S&D,2
33,Italy,Partito Democratico,S&D,2
37,Spain,Partido Popular,EPP,2
43,Germany,Christlich Demokratische Union Deutschlands,EPP,2
36,Netherlands,Christen Democratisch Appèl,EPP,2
53,Germany,Liberal-Conservative Refomists,ECR,1
54,Sweden,Arbetarepartiet- Socialdemokraterna,S&D,2
27,Austria,Österreichische Volkspartei,EPP,2
43,Poland,,S&D,2
45,Poland,,ECR,1
58,Spain,Partido Nacionalista Vasco,REG,2
44,Slovakia,SPOLU – občianska demokracia,EPP,2
66,France,Rassemblement national,IDG,1
58,Germany,Sozialdemokratische Partei Deutschlands,S&D,2
52,France,Europe Écologie,Greens/EFA,2
47,Italy,Lega,IDG,1
47,Sweden,Vänsterpartiet,The Left,2
63,Romania,Partidul Naţional Liberal,EPP,2
64,Czech Republic,Svoboda a přímá demokracie,IDG,1
59,Lithuania,Lietuvos socialdemokratų partija,S&D,2
33,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
41,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,1
31,Germany,Volt,Greens/EFA,2
45,Romania,Partidul Naţional Liberal,EPP,2
56,Slovenia,Slovenska ljudska stranka,EPP,2
33,France,La France Insoumise,The Left,2
46,Italy,Partito Democratico,S&D,2
57,Italy,Lega,IDG,1
39,Italy,Lega,IDG,1
48,Croatia,Socijaldemokratska partija Hrvatske,S&D,2
39,Belgium,Parti du Travail de Belgique,The Left,2
48,France,,REG,2
42,Germany,Piratenpartei Deutschland,Greens/EFA,2
52,Slovenia,Socialni demokrati,S&D,2
34,Belgium,Ecologistes Confédérés pour l'Organisation de Luttes Originales,Greens/EFA,2
51,Poland,Prawo i Sprawiedliwość,ECR,1
63,France,Rassemblement national,IDG,1
60,France,Mouvement Démocrate,REG,2
36,Germany,Alternative für Deutschland,IDG,1
78,Germany,Ökologisch-Demokratische Partei,Greens/EFA,2
49,Romania,Partidul Naţional Liberal,EPP,2
50,United Kingdom,The Brexit Party,NI,1
59,United Kingdom,Liberal Democrats,REG,2
27,Germany,Sozialdemokratische Partei Deutschlands,S&D,2
49,Germany,Independent,NI,2
66,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
44,Spain,Vox,ECR,1
79,Poland,Platforma Obywatelska,EPP,2
46,Italy,Azione,REG,2
44,Italy,Lega,IDG,1
50,Spain,Ciudadanos – Partido de la Ciudadanía,REG,2
45,France,Liste Renaissance,REG,2
59,France,Europe Écologie,Greens/EFA,2
40,Italy,Forza Italia,EPP,1
42,Ireland,Sinn Féin,None,2
46,Portugal,Partido Socialista,S&D,2
64,Portugal,Partido Social Democrata,EPP,2
51,Malta,Partit Nazzjonalista,EPP,2
49,Italy,Lega,IDG,1
34,Italy,Movimento 5 Stelle,NI,2
67,Spain,Partido Popular,EPP,2
32,Italy,Lega,IDG,1
30,Portugal,Partido Socialista,S&D,2
57,France,Mouvement Démocrate,REG,2
34,Netherlands,Partij van de Arbeid,S&D,2
37,France,La France Insoumise,The Left,2
44,Czech Republic,Ano 2011,REG,3
55,Belgium,Mouvement Réformateur,REG,2
65,Italy,Partito Democratico,S&D,2
44,United Kingdom,Green Party,Greens/EFA,2
61,Denmark,"Venstre, Danmarks Liberale Parti",REG,1
56,Cyprus,Democratic Rally,EPP,2
69,Poland,Sojusz Lewicy Demokratycznej - Unia Pracy,S&D,2
50,Romania,Partidul Social Democrat,S&D,2
65,Slovakia,SMER-Sociálna demokracia,S&D,2
54,France,Les centristes,EPP,2
71,France,,NI,1
51,Italy,Lega,IDG,1
64,United Kingdom,Labour Party,S&D,2
45,France,Europe Écologie,Greens/EFA,2
35,Italy,Independent,Greens/EFA,2
57,Italy,Partito Democratico,S&D,2
52,Romania,PRO Romania,S&D,2
31,Hungary,Momentum,REG,2
56,Ireland,Green Party,Greens/EFA,2
30,Malta,Partit Laburista,S&D,2
56,Poland,Prawo i Sprawiedliwość,ECR,1
61,Netherlands,ChristenUnie,EPP,2
43,Malta,Partit Laburista,S&D,2
50,Italy,Independent,Greens/EFA,2
38,United Kingdom,Labour Party,S&D,2
37,Sweden,Arbetarepartiet- Socialdemokraterna,S&D,2
48,France,Les Républicains,EPP,1
66,Italy,Lega,IDG,1
49,United Kingdom,The Brexit Party,NI,1
67,Czech Republic,Svoboda a přímá demokracie,IDG,1
35,France,Liste Renaissance,REG,1
42,France,Europe Écologie,Greens/EFA,2
42,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,1
40,France,Europe Écologie,Greens/EFA,2
43,United Kingdom,The Brexit Party,NI,1
64,Belgium,Vlaams Belang,IDG,2
35,Germany,DIE LINKE.,The Left,2
43,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
56,Belgium,Groen,Greens/EFA,2
53,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,1
69,United Kingdom,Liberal Democrats,REG,2
43,France,Les Républicains,EPP,1
43,Czech Republic,Ano 2011,REG,3
47,Hungary,Demokratikus Koalíció,S&D,2
31,Germany,Christlich-Soziale Union in Bayern e.V.,EPP,2
50,Italy,Independent,NI,1
50,Italy,Südtiroler Volkspartei,EPP,2
57,United Kingdom,Green Party,Greens/EFA,2
50,Italy,Lega,IDG,3
55,Poland,Platforma Obywatelska,EPP,2
33,Germany,Christlich Demokratische Union Deutschlands,EPP,2
59,France,Liste Renaissance,REG,2
43,Slovakia,Independent,REG,1
38,Austria,Österreichische Volkspartei,EPP,2
56,Germany,Christlich Demokratische Union Deutschlands,EPP,2
43,Netherlands,GroenLinks,Greens/EFA,2
61,Netherlands,JA21,ECR,1
63,Germany,DIE LINKE.,The Left,2
37,Germany,Freie Wähler,REG,2
44,Germany,Sozialdemokratische Partei Deutschlands,S&D,2
54,Spain,Partido Popular,EPP,2
60,United Kingdom,Plaid Cymru - Party of Wales,Greens/EFA,2
36,Italy,Europa Verde,Greens/EFA,2
48,Slovenia,Socialni demokrati,S&D,2
52,Romania,Partidul Naţional Liberal,EPP,2
53,France,Mouvement Démocrate,REG,2
54,Germany,Christlich-Soziale Union in Bayern e.V.,EPP,2
52,Portugal,Partido Social Democrata,EPP,2
40,Spain,Partido Socialista Obrero Español,S&D,2
56,Italy,Partito Democratico,S&D,2
36,Italy,Movimento 5 Stelle,NI,2
41,Portugal,Partido Comunista Português,The Left,2
57,Germany,Alternative für Deutschland,IDG,1
55,Italy,Fratelli d'Italia,ECR,1
50,Italy,Fratelli d'Italia,ECR,1
69,Ireland,Fine Gael Party,EPP,2
47,Ireland,Independent,The Left,2
57,United Kingdom,The Brexit Party,ECR,1
62,Poland,Prawo i Sprawiedliwość,ECR,1
50,Cyprus,Democratic Rally,EPP,2
26,Greece,Elliniki Lusi-Greek Solution,ECR,1
45,Poland,Platforma Obywatelska,EPP,2
43,Belgium,Christen-Democratisch & Vlaams,EPP,2
53,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
35,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
59,Sweden,Arbetarepartiet- Socialdemokraterna,S&D,2
34,Denmark,Socialdemokratiet,S&D,2
31,Italy,Movimento 5 Stelle,NI,2
56,Denmark,"Venstre, Danmarks Liberale Parti",REG,1
59,Germany,Christlich Demokratische Union Deutschlands,EPP,2
49,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,1
50,Spain,Partido Socialista Obrero Español,S&D,2
47,Italy,Lega,IDG,1
42,Spain,Partido Socialista Obrero Español,S&D,2
75,Spain,Partido Popular,EPP,2
42,Spain,Partido Socialista Obrero Español,S&D,2
45,Spain,Partido Socialista Obrero Español,S&D,2
44,Spain,Partido Socialista Obrero Español,S&D,2
63,France,Rassemblement national,IDG,1
65,Germany,Sozialdemokratische Partei Deutschlands,S&D,2
51,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
58,Germany,Sozialdemokratische Partei Deutschlands,S&D,2
51,Italy,Movimento 5 Stelle,NI,2
45,Greece,Coalition of the Radical Left,The Left,2
55,Germany,Familien-Partei Deutschlands,EPP,1
42,Romania,USR-PLUS,REG,2
45,Italy,Movimento 5 Stelle,NI,2
57,United Kingdom,Liberal Democrats,REG,2
50,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
48,Germany,Christlich Demokratische Union Deutschlands,EPP,2
63,United Kingdom,Labour Party,S&D,2
46,United Kingdom,The Brexit Party,NI,1
37,United Kingdom,The Brexit Party,NI,1
44,Germany,Freie Demokratische Partei,REG,2
40,France,Place publique,S&D,2
67,Luxembourg,Parti démocratique,REG,2
43,Spain,Partido Socialista Obrero Español,S&D,2
47,Spain,Partido Socialista Obrero Español,S&D,2
55,Spain,Partido Popular,EPP,2
55,Italy,Lega,IDG,1
65,Romania,Partidul Puterii Umaniste,S&D,2
26,Czech Republic,PIRÁTI,Greens/EFA,2
57,United Kingdom,Labour Party,S&D,2
47,France,Rassemblement national,IDG,1
43,Slovenia,Lista Marjana Šarca,REG,2
54,France,Mouvement Démocrate,REG,2
51,Italy,Partito Democratico,S&D,2
35,Portugal,Independente,Greens/EFA,2
57,France,Parti Socialiste,S&D,2
40,Sweden,Arbetarepartiet- Socialdemokraterna,S&D,2
42,Hungary,JOBBIK MAGYARORSZÁGÉRT MOZGALOM,NI,2
51,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,1
47,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,1
54,United Kingdom,The Brexit Party,NI,1
52,Austria,Freiheitliche Partei Österreichs,IDG,1
52,Slovakia,Independent,S&D,2
58,Poland,Platforma Obywatelska,EPP,2
37,Luxembourg,Parti chrétien social luxembourgeois,EPP,2
29,United Kingdom,The Brexit Party,ECR,1
58,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
63,Romania,Partidul Naţional Liberal,EPP,2
51,Netherlands,Partij voor de Dieren,The Left,2
53,Austria,Sozialdemokratische Partei Österreichs,S&D,2
64,Finland,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti,S&D,2
46,Germany,Christlich Demokratische Union Deutschlands,EPP,2
70,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
45,Poland,Polskie Stronnictwo Ludowe,EPP,2
57,Germany,Christlich-Soziale Union in Bayern e.V.,EPP,2
42,Slovakia,Progresívne Slovensko,REG,2
55,Sweden,Miljöpartiet de gröna,Greens/EFA,2
26,Spain,Partido Socialista Obrero Español,S&D,2
39,United Kingdom,Liberal Democrats,REG,2
61,France,Les Républicains,EPP,1
57,United Kingdom,Liberal Democrats,REG,2
61,United Kingdom,Labour Party,S&D,2
71,Poland,Platforma Obywatelska,EPP,2
40,Finland,Perussuomalaiset,IDG,1
35,Netherlands,Volkspartij voor Vrijheid en Democratie,REG,2
47,Latvia,Attīstībai/Par!,REG,2
35,Sweden,Arbetarepartiet- Socialdemokraterna,S&D,2
56,Netherlands,Democraten 66,REG,2
52,France,Europe Écologie,Greens/EFA,2
60,Germany,Christlich Demokratische Union Deutschlands,EPP,2
34,Poland,Solidarna Polska Zbigniewa Ziobro,ECR,1
62,France,Rassemblement national,IDG,1
58,France,Rassemblement national,IDG,1
45,Poland,Polskie Stronnictwo Ludowe,EPP,2
53,United Kingdom,Labour Party,S&D,2
57,United Kingdom,The Brexit Party,NI,1
46,France,Rassemblement national,IDG,1
30,Slovenia,Lista Marjana Šarca,REG,2
66,Poland,Prawo i Sprawiedliwość,ECR,1
61,Slovakia,Sloboda a Solidarita,ECR,2
57,Poland,Polskie Stronnictwo Ludowe,EPP,2
57,Estonia,Sotsiaaldemokraatlik Erakond,S&D,2
67,Latvia,Partija 'VIENOTĪBA',EPP,2
53,Germany,Sozialdemokratische Partei Deutschlands,S&D,2
44,Bulgaria,Democrats for Strong Bulgaria,EPP,2
39,Belgium,Nieuw-Vlaamse Alliantie,ECR,1
62,Austria,Österreichische Volkspartei,EPP,2
49,Sweden,Liberalerna,REG,2
53,Poland,Prawo i Sprawiedliwość,ECR,1
60,Greece,Nea Demokratia,EPP,2
51,Ireland,Fianna Fáil Party,REG,2
60,France,Agir - La Droite constructive,REG,3
38,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
67,Ireland,Fine Gael Party,EPP,2
53,Poland,Solidarna Polska Zbigniewa Ziobro,ECR,1
42,United Kingdom,Labour Party,S&D,2
60,Cyprus,Progressive Party of Working People - Left - New Forces,The Left,1
56,Poland,Prawo i Sprawiedliwość,ECR,1
35,Czech Republic,Ano 2011,REG,3
29,Denmark,Dansk Folkeparti,IDG,1
37,Poland,,S&D,2
33,Sweden,Moderaterna,EPP,2
49,Greece,Coalition of the Radical Left,The Left,2
39,Czech Republic,PIRÁTI,Greens/EFA,2
50,Croatia,-,NI,2
38,Czech Republic,Komunistická strana Čech a Moravy,The Left,3
60,Greece,Independent,NI,1
63,Poland,Platforma Obywatelska,EPP,2
52,Poland,Prawo i Sprawiedliwość,ECR,1
44,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,1
62,Germany,Sozialdemokratische Partei Deutschlands,S&D,2
66,Greece,Coalition of the Radical Left,The Left,2
57,Greece,Coalition of the Radical Left,The Left,2
39,Czech Republic,Ano 2011,REG,3
52,Bulgaria,Citizens for European Development of Bulgaria,EPP,2
42,Germany,Alternative für Deutschland,IDG,1
66,Poland,Prawo i Sprawiedliwość,ECR,1
63,Germany,Sozialdemokratische Partei Deutschlands,S&D,2
60,Poland,Prawo i Sprawiedliwość,ECR,1
63,Lithuania,Tėvynės sąjunga-Lietuvos krikščionys demokratai,EPP,2
48,Sweden,Miljöpartiet de gröna,Greens/EFA,2
63,Germany,Alternative für Deutschland,IDG,2
63,Poland,Prawo i Sprawiedliwość,ECR,1
44,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
47,Greece,Independent,NI,1
40,France,Place publique,S&D,1
56,Belgium,Ecologistes Confédérés pour l'Organisation de Luttes Originales,Greens/EFA,2
54,Italy,Lega,IDG,1
64,Germany,Sozialdemokratische Partei Deutschlands,S&D,2
44,Netherlands,Christen Democratisch Appèl,EPP,2
40,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
41,France,Rassemblement national,IDG,1
55,France,Nouvelle Donne,S&D,1
61,France,Rassemblement national,IDG,2
42,France,Rassemblement national,IDG,1
46,Sweden,Kristdemokraterna,EPP,2
70,Poland,Prawo i Sprawiedliwość,ECR,1
67,Portugal,Partido Socialista,S&D,1
35,Netherlands,Christen Democratisch Appèl,EPP,2
68,Poland,Platforma Obywatelska,EPP,2
71,Poland,,S&D,2
53,Germany,Alternative für Deutschland,IDG,1
42,Germany,Christlich Demokratische Union Deutschlands,EPP,2
52,Italy,Lega,IDG,1
61,United Kingdom,The Brexit Party,ECR,1
34,Spain,Partit dels Socialistes de Catalunya,S&D,1
58,Spain,Partido Socialista Obrero Español,S&D,2
75,Spain,Partido Popular,EPP,2
49,Spain,Partido Popular,EPP,2
62,United Kingdom,The Brexit Party,NI,1
39,Spain,Partido Socialista Obrero Español,S&D,1
56,Sweden,Sverigedemokraterna,ECR,1
49,Belgium,,EPP,2
48,Germany,Christlich Demokratische Union Deutschlands,EPP,2
60,Ireland,Fine Gael Party,EPP,2
65,United Kingdom,Conservative Party,ECR,1
48,United Kingdom,Scottish National Party,Greens/EFA,2
28,Estonia,Eesti Konservatiivne Rahvaerakond,IDG,1
