Age,Country,Party,EPG,Vote
51,Bulgaria,Citizens for European Development of Bulgaria,EPP,2
56,Italy,Lega,IDG,2
55,Spain,Partido Socialista Obrero Español,S&D,3
43,Sweden,Centerpartiet,REG,2
66,France,Régions et Peuples Solidaires,Greens/EFA,2
38,Bulgaria,Movement for Rights and Freedoms,REG,2
55,United Kingdom,Scottish National Party,Greens/EFA,2
51,Germany,Alternative für Deutschland,IDG,3
57,United Kingdom,Sinn Féin,None,1
35,France,Rassemblement national,IDG,2
63,Estonia,Eesti Reformierakond,REG,2
46,Romania,Uniunea Salvați România,REG,2
30,France,La France Insoumise,The Left,1
56,Lithuania,Lietuvos Respublikos liberalų sąjūdis,REG,2
53,Romania,Partidul Social Democrat,S&D,2
43,Netherlands,Volkspartij voor Vrijheid en Democratie,REG,2
46,Poland,,S&D,2
24,France,Rassemblement national,IDG,2
54,Spain,EH BILDU,The Left,1
63,Italy,Partito Democratico,S&D,1
52,Italy,Lega,IDG,3
49,Spain,Ciudadanos – Partido de la Ciudadanía,REG,2
70,United Kingdom,Liberal Democrats,REG,2
49,Germany,Freie Demokratische Partei,REG,2
48,Italy,Movimento 5 Stelle,NI,2
39,France,Rassemblement national,IDG,2
67,Poland,,S&D,3
34,France,Les Républicains,EPP,2
33,Italy,Partito Democratico,S&D,1
37,Spain,Partido Popular,EPP,2
65,United Kingdom,Liberal Democrats,REG,2
51,Slovakia,SMER-Sociálna demokracia,S&D,2
43,Germany,Christlich Demokratische Union Deutschlands,EPP,2
36,Netherlands,Christen Democratisch Appèl,EPP,2
53,Germany,Liberal-Conservative Refomists,ECR,2
49,France,La République en marche,REG,2
58,Spain,Partido Nacionalista Vasco,REG,2
66,France,Rassemblement national,IDG,2
52,France,Europe Écologie,Greens/EFA,2
47,Italy,Lega,IDG,3
47,Sweden,Vänsterpartiet,The Left,1
41,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,2
33,France,La France Insoumise,The Left,1
46,Italy,Partito Democratico,S&D,3
57,Italy,Lega,IDG,3
39,Italy,Lega,IDG,3
39,Belgium,Parti du Travail de Belgique,The Left,1
48,France,,REG,2
42,Germany,Piratenpartei Deutschland,Greens/EFA,2
52,Slovenia,Socialni demokrati,S&D,1
34,Belgium,Ecologistes Confédérés pour l'Organisation de Luttes Originales,Greens/EFA,2
56,United Kingdom,Liberal Democrats,REG,2
63,France,Rassemblement national,IDG,2
60,France,Mouvement Démocrate,REG,2
56,United Kingdom,The Brexit Party,NI,2
59,United Kingdom,Liberal Democrats,REG,2
46,Italy,Azione,REG,2
44,Italy,Lega,IDG,3
50,Spain,Ciudadanos – Partido de la Ciudadanía,REG,2
59,France,Europe Écologie,Greens/EFA,2
40,Italy,Forza Italia,EPP,3
42,Ireland,Sinn Féin,None,1
46,Portugal,Partido Socialista,S&D,3
34,Italy,Movimento 5 Stelle,NI,2
67,Spain,Partido Popular,EPP,2
37,Germany,Bündnis 90/Die Grünen,Greens/EFA,2
32,Italy,Lega,IDG,3
30,Portugal,Partido Socialista,S&D,3
57,France,Mouvement Démocrate,REG,3
34,Netherlands,Partij van de Arbeid,S&D,3
37,France,La France Insoumise,The Left,1
44,Czech Republic,Ano 2011,REG,2
55,Belgium,Mouvement Réformateur,REG,2
44,United Kingdom,Green Party,Greens/EFA,2
56,Cyprus,Democratic Rally,EPP,2
69,Poland,Sojusz Lewicy Demokratycznej - Unia Pracy,S&D,2
50,Romania,Uniunea Salvați România,REG,2
50,Romania,Partidul Social Democrat,S&D,3
54,France,Les centristes,EPP,2
51,Italy,Lega,IDG,3
64,United Kingdom,Labour Party,S&D,1
45,France,Europe Écologie,Greens/EFA,1
35,Italy,Independent,Greens/EFA,3
57,Italy,Partito Democratico,S&D,1
31,Hungary,Momentum,REG,2
56,Ireland,Green Party,Greens/EFA,2
30,Malta,Partit Laburista,S&D,2
61,Netherlands,ChristenUnie,EPP,2
43,Malta,Partit Laburista,S&D,3
51,Ireland,Independents for change,The Left,1
50,Italy,Independent,Greens/EFA,2
38,United Kingdom,Labour Party,S&D,3
