Age,Country,Party,EPG,Vote
51,Bulgaria,Centre-droit,EPP,2
41,Italy,Droite,EPP,1
56,Italy,Droite,IDG,2
55,Spain,Centre-droit,S&D,1
43,Sweden,Centre,REG,1
67,Bulgaria,Droite,EPP,2
38,Bulgaria,Centre,REG,1
55,United Kingdom,Centre-droit,Greens/EFA,1
51,Germany,Droite,IDG,2
33,Germany,Gauche,Greens/EFA,1
35,France,Droite,IDG,2
61,Belgium,Droite,IDG,3
63,Estonia,Centre,REG,1
66,Hungary,Centre-droit,S&D,1
53,Belgium,Centre-droit,S&D,1
49,Spain,Droite,EPP,2
48,Poland,Centre,EPP,1
46,Romania,Centre,REG,3
30,France,Gauche,The Left,1
74,Denmark,Gauche,Greens/EFA,1
56,Lithuania,Centre,REG,1
53,Romania,Centre-droit,S&D,1
43,Netherlands,Centre,REG,1
49,Italy,Droite,IDG,2
46,Poland,NA,S&D,1
24,France,Droite,IDG,2
52,Italy,Droite,IDG,2
39,France,Droite,IDG,2
34,France,Droite,EPP,2
33,Italy,Centre-droit,S&D,1
65,United Kingdom,Centre,REG,1
51,Slovakia,Centre-droit,S&D,1
43,Germany,Centre,EPP,2
50,Germany,Centre,EPP,2
54,Sweden,Centre-droit,S&D,1
43,Poland,NA,S&D,1
49,France,Centre,REG,1
58,Spain,Centre,REG,1
44,Slovakia,Centre,EPP,3
66,France,Droite,IDG,2
58,Germany,Centre-droit,S&D,1
52,France,Centre-droit,Greens/EFA,1
47,Italy,Droite,IDG,2
47,Sweden,Gauche,The Left,1
63,Romania,Centre,EPP,2
41,Hungary,Droite,NI,2
31,Germany,Centre-droit,Greens/EFA,1
56,Slovenia,Centre,EPP,2
33,France,Gauche,The Left,1
46,Italy,Centre-droit,S&D,1
48,Croatia,Centre-droit,S&D,1
39,Belgium,Gauche,The Left,1
33,Romania,Centre,REG,1
68,Belgium,Centre,ECR,2
48,France,NA,REG,1
42,Germany,Gauche,Greens/EFA,1
52,Slovenia,Centre-droit,S&D,1
34,Belgium,Gauche,Greens/EFA,1
56,United Kingdom,Centre,REG,1
63,France,Droite,IDG,2
60,France,Centre,REG,1
36,Germany,Droite,IDG,2
78,Germany,Centre-droit,Greens/EFA,1
59,United Kingdom,Centre,REG,1
79,Poland,Centre,EPP,2
50,Spain,Centre,REG,1
45,France,Centre,REG,1
59,France,Centre-droit,Greens/EFA,1
42,Ireland,Gauche,None,1
51,Malta,Droite,EPP,2
49,Italy,Droite,IDG,2
43,Germany,Centre,EPP,2
34,Italy,Centre,NI,1
37,Germany,Gauche,Greens/EFA,1
30,Portugal,Centre-droit,S&D,1
57,France,Centre,REG,1
34,Netherlands,Centre-droit,S&D,1
37,France,Gauche,The Left,1
44,Czech Republic,Centre,REG,1
55,Belgium,Centre,REG,1
44,United Kingdom,Centre-droit,Greens/EFA,1
56,Cyprus,Centre,EPP,2
50,Romania,Centre,REG,1
50,Romania,Centre-droit,S&D,1
54,France,Centre,EPP,1
51,Italy,Droite,IDG,2
52,Romania,Centre-droit,S&D,1
31,Hungary,Centre,REG,1
56,Ireland,Centre-droit,Greens/EFA,1
30,Malta,Centre-droit,S&D,1
61,Netherlands,Centre,EPP,2
37,Sweden,Centre-droit,S&D,1
66,Italy,Droite,IDG,2
65,United Kingdom,Centre,REG,1
61,Italy,Centre-droit,S&D,1
35,France,Centre,REG,1
42,France,Centre-droit,Greens/EFA,1
42,Hungary,Droite,NI,2
40,France,Centre-droit,Greens/EFA,1
43,United Kingdom,Droite,NI,3
35,Germany,Gauche,The Left,1
56,Belgium,Centre-droit,Greens/EFA,1
47,Hungary,Centre-droit,S&D,1
32,Hungary,Centre,REG,1
50,Italy,Centre,EPP,2
57,United Kingdom,Centre-droit,Greens/EFA,1
50,Italy,Droite,IDG,2
33,Germany,Centre,EPP,2
59,France,Centre,REG,1
40,Bulgaria,Droite,ECR,2
43,Netherlands,Centre-droit,Greens/EFA,1
37,Germany,Centre,REG,1
36,Italy,Centre-droit,Greens/EFA,1
48,Slovenia,Centre-droit,S&D,1
53,France,Centre,REG,1
41,Sweden,Centre,REG,1
54,Germany,Centre-droit,EPP,2
52,Portugal,Droite,EPP,2
40,Spain,Centre-droit,S&D,1
36,Italy,Centre,NI,1
57,Germany,Droite,IDG,2
50,Italy,Droite,ECR,2
47,Croatia,Centre-droit,REG,1
50,Cyprus,Centre,EPP,2
59,United Kingdom,Droite,NI,3
45,Poland,Centre,EPP,2
43,Belgium,Centre,EPP,2
53,Germany,Gauche,Greens/EFA,1
35,Germany,Gauche,Greens/EFA,1
34,Denmark,Centre-droit,S&D,1
31,Italy,Centre,NI,1
59,Germany,Centre,EPP,2
31,Austria,Centre,REG,1
42,Spain,Centre-droit,S&D,1
42,Spain,Centre-droit,S&D,1
45,Spain,Centre-droit,S&D,1
44,Spain,Centre-droit,S&D,1
52,Spain,Centre,REG,1
63,France,Droite,IDG,2
65,Germany,Centre-droit,S&D,1
51,Italy,Centre,NI,1
55,Germany,Centre,EPP,2
48,Germany,Centre,EPP,2
44,Germany,Centre,REG,1
40,France,Centre-droit,S&D,1
47,Spain,Centre-droit,S&D,1
55,Spain,Droite,EPP,2
55,Italy,Droite,IDG,2
65,Romania,Centre,S&D,1
57,United Kingdom,Centre-droit,S&D,1
47,France,Droite,IDG,2
43,Slovenia,Centre-droit,REG,1
54,France,Centre,REG,1
68,France,Centre,REG,1
57,France,Centre-droit,S&D,1
43,Portugal,Gauche,The Left,1
40,Sweden,Centre-droit,S&D,1
42,Hungary,Centre,NI,2
51,Hungary,Droite,NI,2
47,Hungary,Droite,NI,2
30,Germany,Centre,REG,1
49,Germany,Gauche,Greens/EFA,1
52,Austria,Droite,IDG,3
52,Slovakia,NA,S&D,1
58,Poland,Centre,EPP,2
37,Luxembourg,Centre,EPP,2
63,Romania,Centre,EPP,1
33,France,Centre,REG,1
51,Netherlands,Gauche,The Left,1
53,Austria,Centre-droit,S&D,1
64,Finland,Centre-droit,S&D,1
49,Hungary,Droite,NI,2
39,Czech Republic,Centre,REG,1
42,Slovakia,Centre,REG,1
55,Sweden,Centre-droit,Greens/EFA,1
26,Spain,Centre-droit,S&D,2
57,United Kingdom,Centre,REG,1
61,United Kingdom,Centre-droit,S&D,1
49,Bulgaria,Gauche,S&D,1
71,Poland,Centre,EPP,2
35,Netherlands,Centre,REG,1
47,Latvia,Centre,REG,1
35,Sweden,Centre-droit,S&D,1
56,Netherlands,Centre,REG,1
60,Germany,Centre,EPP,2
58,France,Droite,IDG,2
45,Poland,Centre,EPP,2
53,United Kingdom,Centre-droit,S&D,1
59,Netherlands,Centre-droit,S&D,1
46,France,Droite,IDG,2
61,Lithuania,Droite,EPP,2
66,Poland,Centre,ECR,2
53,Germany,Centre-droit,S&D,1
44,Bulgaria,Centre,EPP,2
39,Belgium,Centre,ECR,2
62,Austria,Centre-droit,EPP,2
49,Sweden,Centre,REG,1
60,Greece,Centre,EPP,3
60,France,Centre,REG,1
38,Germany,Gauche,Greens/EFA,1
67,Ireland,Centre,EPP,2
42,United Kingdom,Centre-droit,S&D,1
60,Cyprus,Gauche,The Left,1
56,Poland,Centre,ECR,2
37,Poland,NA,S&D,1
33,Sweden,Centre,EPP,1
49,Greece,Gauche,The Left,1
39,Czech Republic,Centre-droit,Greens/EFA,1
50,Croatia,NA,NI,2
38,Czech Republic,Droite,The Left,1
63,Poland,Centre,EPP,1
52,Poland,Centre,ECR,2
44,Hungary,Droite,NI,2
62,Germany,Centre-droit,S&D,1
57,Greece,Gauche,The Left,1
39,Czech Republic,Centre,REG,1
66,Poland,Centre,ECR,2
63,Lithuania,Droite,EPP,2
48,Sweden,Centre-droit,Greens/EFA,1
63,Poland,Centre,ECR,2
34,Greece,Centre,EPP,1
67,Greece,NA,REG,3
34,Bulgaria,Centre,REG,1
44,Germany,Gauche,Greens/EFA,1
40,France,Centre-droit,S&D,1
54,Italy,Droite,IDG,2
40,Germany,Gauche,Greens/EFA,1
41,France,Droite,IDG,2
55,France,Centre-droit,S&D,1
42,France,Droite,IDG,2
35,Netherlands,Droite,EPP,2
54,Germany,Centre,EPP,2
53,Germany,Droite,IDG,2
42,Germany,Centre,EPP,2
52,Italy,Droite,IDG,2
55,France,Centre,REG,1
49,Spain,Droite,EPP,2
48,Germany,Centre,EPP,2
65,United Kingdom,Centre,ECR,2
48,United Kingdom,Centre-droit,Greens/EFA,1
30,United Kingdom,Centre-droit,Greens/EFA,1
46,Italy,Centre-droit,S&D,1
40,Austria,Centre-droit,EPP,2
61,France,Droite,IDG,2
67,Romania,Centre,EPP,2
43,Portugal,Centre-droit,S&D,1
43,Portugal,Gauche,The Left,1
51,Czech Republic,NA,S&D,1
33,Bulgaria,Centre-droit,EPP,2
52,Poland,Centre,ECR,2
65,Lithuania,Droite,EPP,2
66,Greece,Centre,EPP,2
69,France,Droite,IDG,2
40,Malta,Droite,EPP,2
58,Germany,NA,NI,2
64,Germany,Gauche,The Left,1
46,Estonia,Centre-droit,S&D,1
73,Poland,NA,S&D,1
47,United Kingdom,Centre,REG,1
44,Hungary,Centre-droit,S&D,1
61,United Kingdom,Droite,NI,3
46,Spain,Droite,EPP,2
54,United Kingdom,Centre-droit,S&D,1
54,Spain,Centre-droit,S&D,1
49,Romania,Centre,EPP,2
44,Poland,Centre,ECR,2
57,Germany,Centre,REG,1
55,United Kingdom,Droite,NI,3
38,Romania,Centre,EPP,2
46,United Kingdom,Centre,REG,1
35,Germany,Gauche,Greens/EFA,1
70,Germany,Centre-droit,S&D,1
56,Germany,Centre-droit,EPP,2
53,Czech Republic,Centre,EPP,2
27,Germany,Gauche,Greens/EFA,1
34,Greece,Centre,NI,1
60,Slovenia,Centre,EPP,2
57,Ireland,Centre-droit,Greens/EFA,1
41,Germany,Centre,REG,1
67,Poland,Centre,EPP,2
58,France,Droite,IDG,2
50,France,Gauche,The Left,1
54,Spain,Centre,REG,1
53,Cyprus,Centre-droit,S&D,1
64,Greece,Gauche,The Left,1
57,United Kingdom,Droite,NI,3
52,Germany,Gauche,Greens/EFA,1
50,Italy,NA,Greens/EFA,1
57,Belgium,Centre,EPP,2
43,France,Gauche,The Left,1
42,Portugal,Droite,The Left,1
28,Portugal,Droite,EPP,2
21,Denmark,Gauche,Greens/EFA,1
34,United Kingdom,Centre-droit,Greens/EFA,1
38,Italy,Centre-droit,S&D,1
36,Italy,Centre,NI,1
44,France,NA,NI,2
70,Italy,NA,S&D,1
55,Portugal,Centre-droit,S&D,1
48,Sweden,Centre,EPP,1
30,Netherlands,Centre,REG,1
51,Portugal,Droite,EPP,2
53,Austria,Centre-droit,S&D,1
32,Germany,Gauche,Greens/EFA,1
64,Italy,Droite,IDG,2
73,France,Centre,REG,1
55,France,NA,NI,2
72,Italy,Centre-droit,S&D,1
56,Spain,Centre,REG,1
52,Italy,Centre,NI,1
50,Netherlands,Droite,ECR,3
53,Netherlands,Droite,ECR,3
51,France,Centre-droit,Greens/EFA,1
58,France,Droite,IDG,2
53,United Kingdom,Droite,NI,3
47,Netherlands,Droite,ECR,2
41,Spain,Centre-droit,S&D,1
46,Italy,Droite,EPP,2
59,Spain,Centre-droit,S&D,1
46,France,Droite,EPP,2
51,Portugal,Centre-droit,S&D,1
37,Italy,Droite,IDG,2
44,France,Centre-droit,Greens/EFA,1
52,Denmark,Centre-droit,S&D,1
50,Austria,Centre-droit,S&D,1
44,Germany,Gauche,The Left,1
66,Luxembourg,Centre-droit,S&D,1
65,Germany,Gauche,The Left,1
66,Netherlands,Droite,EPP,2
36,Netherlands,Centre,REG,1
57,Germany,Centre-droit,S&D,1
56,United Kingdom,Centre-droit,Greens/EFA,1
34,France,Centre,REG,1
35,Luxembourg,NA,REG,1
33,Germany,NA,Greens/EFA,1
44,Austria,Centre-droit,S&D,1
59,Germany,Centre-droit,S&D,1
33,Sweden,Centre,EPP,2
59,Bulgaria,Droite,ECR,2
53,Italy,Centre-droit,S&D,1
56,Czech Republic,Centre,EPP,2
37,Croatia,Droite,EPP,2
48,Spain,Centre,REG,1
54,Germany,Gauche,NI,1
43,Poland,NA,Greens/EFA,1
58,Slovakia,Centre,EPP,2
37,Romania,Centre,REG,1
58,Netherlands,Centre-droit,Greens/EFA,1
40,Romania,Centre,REG,1
62,Croatia,Droite,EPP,2
66,Italy,Droite,EPP,2
40,Italy,Droite,IDG,2
33,United Kingdom,Droite,NI,3
41,Romania,Centre,ECR,1
37,Austria,Centre-droit,EPP,2
45,Italy,Centre-droit,S&D,1
41,Sweden,Centre,EPP,1
38,Romania,Centre,EPP,2
61,Croatia,Droite,ECR,2
54,Slovenia,Droite,EPP,2
74,Finland,Centre,REG,1
63,Czech Republic,Centre,ECR,2
44,Hungary,Droite,NI,2
32,France,Centre-droit,Greens/EFA,1
32,Italy,Droite,IDG,2
62,France,Centre,REG,1
44,Romania,Centre,REG,1
35,Slovakia,Droite,NI,2
44,Hungary,Centre-droit,S&D,1
37,Spain,Gauche,Greens/EFA,1
43,Latvia,Centre-droit,S&D,1
50,Belgium,Centre-droit,S&D,1
41,Belgium,Droite,IDG,3
30,Netherlands,Centre-droit,Greens/EFA,1
47,Belgium,Centre,REG,1
37,France,Centre,REG,1
55,Germany,Centre,EPP,2
66,Belgium,Centre,REG,1
53,Austria,Droite,IDG,3
36,Denmark,Gauche,The Left,1
42,Romania,Centre,EPP,2
49,Denmark,Centre-droit,S&D,1
51,United Kingdom,Centre,REG,1
57,Austria,Centre-droit,S&D,1
49,Germany,Gauche,Greens/EFA,1
58,Czech Republic,Centre,ECR,2
56,Germany,Centre,EPP,2
56,Italy,Droite,EPP,2
64,Ireland,Droite,The Left,1
32,Ireland,Centre,EPP,1
50,Sweden,Centre,EPP,1
62,United Kingdom,Centre-droit,S&D,1
47,Germany,Centre-droit,EPP,2
37,Sweden,Droite,ECR,2
51,Denmark,Centre,EPP,1
62,Germany,Centre,EPP,2
57,Austria,Centre-droit,Greens/EFA,1
40,Slovakia,Centre,REG,1
34,Germany,Centre-droit,S&D,1
33,Netherlands,Centre-droit,S&D,1
48,France,Centre-droit,REG,1
45,France,Centre,REG,1
43,France,Centre,REG,1
54,Poland,Centre,ECR,2
59,Spain,Droite,EPP,2
40,Czech Republic,Centre,EPP,2
66,Germany,Droite,IDG,2
62,Spain,Droite,EPP,2
49,Croatia,Droite,EPP,2
57,Slovenia,Droite,EPP,2
53,Italy,Centre,REG,1
