Age,Country,Party,EPG,Vote
52,Bulgaria,Centre-droit,EPP,1
57,Italy,Droite,IDG,1
32,Malta,Centre-droit,S&D,2
71,Spain,Droite,ECR,1
56,Spain,Centre-droit,S&D,2
52,United Kingdom,Centre-droit,Greens/EFA,2
68,Bulgaria,Droite,EPP,1
67,France,Gauche,Greens/EFA,3
39,Bulgaria,Centre,REG,2
56,United Kingdom,Centre-droit,Greens/EFA,2
59,Latvia,Centre,S&D,2
34,Germany,Gauche,Greens/EFA,2
60,France,Centre-droit,S&D,2
36,France,Droite,IDG,1
62,Belgium,Droite,IDG,1
67,Hungary,Centre-droit,S&D,2
54,Belgium,Centre-droit,S&D,2
50,Spain,Droite,EPP,1
49,Poland,Centre,EPP,1
47,Romania,Centre,REG,2
53,Greece,Centre,EPP,1
31,France,Gauche,The Left,2
75,Denmark,Gauche,Greens/EFA,2
54,Romania,Centre-droit,S&D,2
44,Netherlands,Centre,REG,2
47,Poland,NA,S&D,2
25,France,Droite,IDG,1
52,Germany,Centre-droit,S&D,2
55,Spain,Gauche,The Left,2
64,Italy,Centre-droit,S&D,2
69,Romania,Centre,EPP,1
53,Italy,Droite,IDG,1
50,Spain,Centre,REG,2
43,France,NA,NI,1
55,Germany,Droite,IDG,1
50,Germany,Centre,REG,2
40,France,Droite,IDG,1
68,Poland,NA,S&D,2
38,Spain,Droite,EPP,1
66,United Kingdom,Centre,REG,2
52,Slovakia,Centre-droit,S&D,2
44,Germany,Centre,EPP,1
51,Germany,Centre,EPP,1
55,Sweden,Centre-droit,S&D,2
44,Poland,NA,S&D,2
50,France,Centre,REG,2
59,Spain,Centre,REG,2
45,Slovakia,Centre,EPP,1
67,France,Droite,IDG,1
59,Germany,Centre-droit,S&D,2
53,France,Centre-droit,Greens/EFA,2
48,Sweden,Gauche,The Left,2
64,Romania,Centre,EPP,1
34,Germany,Gauche,Greens/EFA,2
42,Hungary,Droite,NI,1
57,Slovenia,Centre,EPP,1
49,Croatia,Centre-droit,S&D,2
40,Belgium,Gauche,The Left,2
34,Romania,Centre,REG,2
49,France,NA,REG,2
43,Germany,Gauche,Greens/EFA,2
53,Slovenia,Centre-droit,S&D,2
35,Belgium,Gauche,Greens/EFA,1
57,United Kingdom,Centre,REG,2
64,France,Droite,IDG,1
61,France,Centre,REG,2
79,Germany,Centre-droit,Greens/EFA,2
60,United Kingdom,Centre,REG,2
28,Germany,Centre-droit,S&D,2
45,Spain,Droite,ECR,1
45,Italy,Droite,IDG,1
51,Spain,Centre,REG,2
46,France,Centre,REG,2
60,France,Centre-droit,Greens/EFA,2
65,Portugal,Droite,EPP,1
52,Malta,Droite,EPP,1
50,Italy,Droite,IDG,1
44,Germany,Centre,EPP,1
35,Italy,Centre,NI,3
68,Spain,Droite,EPP,1
38,Germany,Gauche,Greens/EFA,2
33,Italy,Droite,IDG,1
31,Portugal,Centre-droit,S&D,2
58,France,Centre,REG,2
35,Netherlands,Centre-droit,S&D,2
38,France,Gauche,The Left,2
45,Czech Republic,Centre,REG,2
56,Belgium,Centre,REG,2
66,Italy,Centre-droit,S&D,2
