Age,Country,Party,EPG,Vote
46,Poland,NA,EPP,1
51,Bulgaria,Centre-droit,EPP,1
41,Italy,Droite,EPP,3
56,Italy,Droite,IDG,1
31,Malta,Centre-droit,S&D,2
70,Spain,Droite,ECR,1
55,Spain,Centre-droit,S&D,2
51,United Kingdom,Centre-droit,Greens/EFA,1
43,Sweden,Centre,REG,2
67,Bulgaria,Droite,EPP,1
66,France,Gauche,Greens/EFA,1
38,Bulgaria,Centre,REG,1
55,United Kingdom,Centre-droit,Greens/EFA,1
66,Portugal,Droite,EPP,1
58,Latvia,Centre,S&D,2
51,Germany,Droite,IDG,1
57,United Kingdom,Gauche,None,2
33,Germany,Gauche,Greens/EFA,1
35,France,Droite,IDG,1
40,Greece,Centre-droit,S&D,2
61,Belgium,Droite,IDG,2
63,Estonia,Centre,REG,1
66,Hungary,Centre-droit,S&D,2
53,Belgium,Centre-droit,S&D,2
49,Spain,Droite,EPP,1
45,Belgium,Centre,EPP,3
48,Poland,Centre,EPP,1
46,Romania,Centre,REG,1
55,Greece,Gauche,The Left,2
52,Greece,Centre,EPP,1
30,France,Gauche,The Left,2
56,Lithuania,Centre,REG,1
53,Romania,Centre-droit,S&D,2
43,Netherlands,Centre,REG,1
49,Italy,Droite,IDG,1
46,Poland,NA,S&D,2
24,France,Droite,IDG,1
51,Germany,Centre-droit,S&D,2
54,Spain,Gauche,The Left,2
63,Italy,Centre-droit,S&D,2
68,Romania,Centre,EPP,1
52,Italy,Droite,IDG,1
49,Spain,Centre,REG,1
42,France,NA,NI,1
70,United Kingdom,Centre,REG,1
54,Germany,Droite,IDG,1
49,Germany,Centre,REG,2
48,Italy,Centre,NI,3
39,France,Droite,IDG,1
67,Poland,NA,S&D,2
34,France,Droite,EPP,1
44,Romania,Centre-droit,S&D,2
33,Italy,Centre-droit,S&D,2
37,Spain,Droite,EPP,1
65,United Kingdom,Centre,REG,1
51,Slovakia,Centre-droit,S&D,2
43,Germany,Centre,EPP,1
36,Netherlands,Droite,EPP,1
53,Germany,Droite,ECR,1
50,Germany,Centre,EPP,1
54,Sweden,Centre-droit,S&D,2
27,Austria,Centre-droit,EPP,1
43,Poland,NA,S&D,1
45,Poland,NA,ECR,1
49,France,Centre,REG,1
58,Spain,Centre,REG,1
