Age,Country,Party,EPG,Vote
46,Poland,NA,EPP,2
51,Bulgaria,Centre-droit,EPP,2
41,Italy,Droite,EPP,1
56,Italy,Droite,IDG,2
31,Malta,Centre-droit,S&D,2
70,Spain,Droite,ECR,2
51,United Kingdom,Centre-droit,Greens/EFA,1
43,Sweden,Centre,REG,1
67,Bulgaria,Droite,EPP,2
66,France,Gauche,Greens/EFA,1
38,Bulgaria,Centre,REG,2
55,United Kingdom,Centre-droit,Greens/EFA,1
66,Portugal,Droite,EPP,2
58,Latvia,Centre,S&D,2
51,Germany,Droite,IDG,2
57,United Kingdom,Gauche,None,1
33,Germany,Gauche,Greens/EFA,1
35,France,Droite,IDG,2
40,Greece,Centre-droit,S&D,2
61,Belgium,Droite,IDG,2
63,Estonia,Centre,REG,2
66,Hungary,Centre-droit,S&D,1
53,Belgium,Centre-droit,S&D,2
49,Spain,Droite,EPP,2
45,Belgium,Centre,EPP,1
48,Poland,Centre,EPP,2
46,Romania,Centre,REG,2
55,Greece,Gauche,The Left,1
52,Greece,Centre,EPP,2
30,France,Gauche,The Left,1
56,Lithuania,Centre,REG,2
53,Romania,Centre-droit,S&D,2
43,Netherlands,Centre,REG,2
49,Italy,Droite,IDG,2
46,Poland,NA,S&D,2
24,France,Droite,IDG,2
51,Germany,Centre-droit,S&D,2
54,Spain,Gauche,The Left,1
63,Italy,Centre-droit,S&D,3
68,Romania,Centre,EPP,2
52,Italy,Droite,IDG,2
49,Spain,Centre,REG,2
42,France,NA,NI,2
70,United Kingdom,Centre,REG,2
54,Germany,Droite,IDG,2
49,Germany,Centre,REG,2
48,Italy,Centre,NI,1
39,France,Droite,IDG,2
67,Poland,NA,S&D,2
34,France,Droite,EPP,2
44,Romania,Centre-droit,S&D,2
33,Italy,Centre-droit,S&D,2
37,Spain,Droite,EPP,2
65,United Kingdom,Centre,REG,2
51,Slovakia,Centre-droit,S&D,2
43,Germany,Centre,EPP,2
36,Netherlands,Droite,EPP,2
53,Germany,Droite,ECR,2
50,Germany,Centre,EPP,2
54,Sweden,Centre-droit,S&D,2
27,Austria,Centre-droit,EPP,2
43,Poland,NA,S&D,1
45,Poland,NA,ECR,2
49,France,Centre,REG,2
58,Spain,Centre,REG,2
44,Slovakia,Centre,EPP,2
66,France,Droite,IDG,2
58,Germany,Centre-droit,S&D,2
52,France,Centre-droit,Greens/EFA,1
47,Italy,Droite,IDG,2
47,Sweden,Gauche,The Left,1
63,Romania,Centre,EPP,2
64,Czech Republic,Droite,IDG,2
59,Lithuania,Centre-droit,S&D,2
33,Germany,Gauche,Greens/EFA,1
41,Hungary,Droite,NI,2
31,Germany,Centre-droit,Greens/EFA,1
45,Romania,Centre,EPP,2
56,Slovenia,Centre,EPP,2
33,France,Gauche,The Left,1
46,Italy,Centre-droit,S&D,2
39,Italy,Droite,IDG,2
48,Croatia,Centre-droit,S&D,2
39,Belgium,Gauche,The Left,1
33,Romania,Centre,REG,2
68,Belgium,Centre,ECR,2
48,France,NA,REG,2
42,Germany,Gauche,Greens/EFA,1
52,Slovenia,Centre-droit,S&D,2
56,United Kingdom,Centre,REG,1
51,Poland,Centre,ECR,2
63,France,Droite,IDG,2
60,France,Centre,REG,2
36,Germany,Droite,IDG,2
78,Germany,Centre-droit,Greens/EFA,1
49,Romania,Centre,EPP,2
63,Germany,Centre-droit,S&D,2
59,United Kingdom,Centre,REG,2
27,Germany,Centre-droit,S&D,2
41,Romania,Centre,EPP,2
66,Germany,Gauche,Greens/EFA,1
44,Spain,Droite,ECR,2
79,Poland,Centre,EPP,2
46,Italy,Centre,REG,2
44,Italy,Droite,IDG,2
50,Spain,Centre,REG,2
45,France,Centre,REG,2
59,France,Centre-droit,Greens/EFA,1
40,Italy,Droite,EPP,2
42,Ireland,Gauche,None,1
46,Portugal,Centre-droit,S&D,2
64,Portugal,Droite,EPP,2
51,Malta,Droite,EPP,2
43,Germany,Centre,EPP,2
34,Italy,Centre,NI,1
67,Spain,Droite,EPP,2
37,Germany,Gauche,Greens/EFA,1
32,Italy,Droite,IDG,2
30,Portugal,Centre-droit,S&D,2
57,France,Centre,REG,2
34,Netherlands,Centre-droit,S&D,2
37,France,Gauche,The Left,1
44,Czech Republic,Centre,REG,2
55,Belgium,Centre,REG,2
65,Italy,Centre-droit,S&D,2
44,United Kingdom,Centre-droit,Greens/EFA,1
61,Denmark,Centre,REG,2
56,Cyprus,Centre,EPP,2
69,Poland,Gauche,S&D,2
50,Romania,Centre,REG,2
50,Romania,Centre-droit,S&D,2
54,France,Centre,EPP,2
71,France,NA,NI,2
51,Italy,Droite,IDG,2
64,United Kingdom,Centre-droit,S&D,2
45,France,Centre-droit,Greens/EFA,1
35,Italy,NA,Greens/EFA,1
57,Italy,Centre-droit,S&D,2
52,Romania,Centre-droit,S&D,2
31,Hungary,Centre,REG,2
56,Ireland,Centre-droit,Greens/EFA,1
30,Malta,Centre-droit,S&D,2
56,Poland,Centre,ECR,2
61,Netherlands,Centre,EPP,2
43,Malta,Centre-droit,S&D,2
51,Ireland,Droite,The Left,1
50,Italy,NA,Greens/EFA,1
38,United Kingdom,Centre-droit,S&D,1
37,Sweden,Centre-droit,S&D,2
48,France,Droite,EPP,2
66,Italy,Droite,IDG,2
67,Czech Republic,Droite,IDG,2
65,United Kingdom,Centre,REG,2
35,France,Centre,REG,2
42,France,Centre-droit,Greens/EFA,1
42,Hungary,Droite,NI,2
40,France,Centre-droit,Greens/EFA,1
64,Belgium,Droite,IDG,2
35,Germany,Gauche,The Left,1
43,Germany,Gauche,Greens/EFA,1
56,Belgium,Centre-droit,Greens/EFA,1
53,Hungary,Droite,NI,2
69,United Kingdom,Centre,REG,2
43,France,Droite,EPP,2
31,Germany,Centre-droit,EPP,2
