Age,Country,Party,EPG,Vote
52,Bulgaria,Citizens for European Development of Bulgaria,EPP,2
42,Italy,Forza Italia,EPP,1
57,Italy,Lega,IDG,2
32,Malta,Partit Laburista,S&D,1
71,Spain,Vox,ECR,3
56,Spain,Partido Socialista Obrero Español,S&D,1
52,United Kingdom,Green Party,Greens/EFA,1
68,Bulgaria,Union of Democratic Forces,EPP,2
67,France,Régions et Peuples Solidaires,Greens/EFA,1
39,Bulgaria,Movement for Rights and Freedoms,REG,1
56,United Kingdom,Scottish National Party,Greens/EFA,1
67,Portugal,Partido Social Democrata,EPP,2
59,Latvia,Gods kalpot Rīgai,S&D,1
58,United Kingdom,Sinn Féin,None,2
34,Germany,Bündnis 90/Die Grünen,Greens/EFA,1
60,France,Parti Socialiste,S&D,1
36,France,Rassemblement national,IDG,1
41,Greece,PASOK-KINAL,S&D,1
62,Belgium,Vlaams Belang,IDG,2
64,Estonia,Eesti Reformierakond,REG,1
67,Hungary,Demokratikus Koalíció,S&D,1
54,Belgium,Parti Socialiste,S&D,1
50,Spain,Partido Popular,EPP,2
46,Belgium,Christlich Soziale Partei,EPP,2
49,Poland,Platforma Obywatelska,EPP,1
47,Romania,Uniunea Salvați România,REG,1
56,Greece,Coalition of the Radical Left,The Left,3
53,Greece,Nea Demokratia,EPP,2
31,France,La France Insoumise,The Left,2
75,Denmark,Socialistisk Folkeparti,Greens/EFA,1
57,Lithuania,Lietuvos Respublikos liberalų sąjūdis,REG,1
54,Romania,Partidul Social Democrat,S&D,1
44,Netherlands,Volkspartij voor Vrijheid en Democratie,REG,1
50,Italy,Lega,IDG,2
47,Poland,,S&D,1
25,France,Rassemblement national,IDG,1
52,Germany,Sozialdemokratische Partei Deutschlands,S&D,1
55,Spain,EH BILDU,The Left,2
64,Italy,Partito Democratico,S&D,1
69,Romania,Partidul Mișcarea Populară,EPP,2
53,Italy,Lega,IDG,2
50,Spain,Ciudadanos – Partido de la Ciudadanía,REG,1
43,France,,NI,1
71,United Kingdom,Liberal Democrats,REG,1
55,Germany,Alternative für Deutschland,IDG,2
50,Germany,Freie Demokratische Partei,REG,1
49,Italy,Movimento 5 Stelle,NI,1
40,France,Rassemblement national,IDG,1
68,Poland,,S&D,1
35,France,Les Républicains,EPP,2
45,Romania,Partidul Social Democrat,S&D,1
34,Italy,Partito Democratico,S&D,1
38,Spain,Partido Popular,EPP,2
66,United Kingdom,Liberal Democrats,REG,1
52,Slovakia,SMER-Sociálna demokracia,S&D,1
44,Germany,Christlich Demokratische Union Deutschlands,EPP,2
54,Germany,Liberal-Conservative Refomists,ECR,2
51,Germany,Christlich Demokratische Union Deutschlands,EPP,2
55,Sweden,Arbetarepartiet- Socialdemokraterna,S&D,1
28,Austria,Österreichische Volkspartei,EPP,2
44,Poland,,S&D,1
46,Poland,,ECR,2
50,France,La République en marche,REG,1
59,Spain,Partido Nacionalista Vasco,REG,1
45,Slovakia,SPOLU – občianska demokracia,EPP,1
67,France,Rassemblement national,IDG,1
59,Germany,Sozialdemokratische Partei Deutschlands,S&D,1
53,France,Europe Écologie,Greens/EFA,1
48,Italy,Lega,IDG,2
48,Sweden,Vänsterpartiet,The Left,2
64,Romania,Partidul Naţional Liberal,EPP,2
65,Czech Republic,Svoboda a přímá demokracie,IDG,2
60,Lithuania,Lietuvos socialdemokratų partija,S&D,1
34,Germany,Bündnis 90/Die Grünen,Greens/EFA,1
42,Hungary,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NI,2
32,Germany,Volt,Greens/EFA,1
46,Romania,Partidul Naţional Liberal,EPP,2
57,Slovenia,Slovenska ljudska stranka,EPP,2
34,France,La France Insoumise,The Left,2
47,Italy,Partito Democratico,S&D,1
58,Italy,Lega,IDG,2
40,Italy,Lega,IDG,2
49,Croatia,Socijaldemokratska partija Hrvatske,S&D,1
40,Belgium,Parti du Travail de Belgique,The Left,2
34,Romania,Uniunea Salvați România,REG,1
69,Belgium,Nieuw-Vlaamse Alliantie,ECR,2
49,France,,REG,1
43,Germany,Piratenpartei Deutschland,Greens/EFA,1
53,Slovenia,Socialni demokrati,S&D,1
35,Belgium,Ecologistes Confédérés pour l'Organisation de Luttes Originales,Greens/EFA,1
57,United Kingdom,Liberal Democrats,REG,1
52,Poland,Prawo i Sprawiedliwość,ECR,2
64,France,Rassemblement national,IDG,1
61,France,Mouvement Démocrate,REG,1
37,Germany,Alternative für Deutschland,IDG,2
79,Germany,Ökologisch-Demokratische Partei,Greens/EFA,1
50,Romania,Partidul Naţional Liberal,EPP,2
51,United Kingdom,The Brexit Party,NI,2
64,Germany,Sozialdemokratische Partei Deutschlands,S&D,1
57,United Kingdom,The Brexit Party,NI,2
60,United Kingdom,Liberal Democrats,REG,1
28,Germany,Sozialdemokratische Partei Deutschlands,S&D,1
50,Germany,Independent,NI,2
42,Romania,Partidul Naţional Liberal,EPP,2
67,Germany,Bündnis 90/Die Grünen,Greens/EFA,1
80,Poland,Platforma Obywatelska,EPP,2
45,Italy,Lega,IDG,2
51,Spain,Ciudadanos – Partido de la Ciudadanía,REG,1
46,France,Liste Renaissance,REG,1
60,France,Europe Écologie,Greens/EFA,1
41,Italy,Forza Italia,EPP,2
47,Portugal,Partido Socialista,S&D,1
65,Portugal,Partido Social Democrata,EPP,2
52,Malta,Partit Nazzjonalista,EPP,2
50,Italy,Lega,IDG,2
44,Germany,Christlich Demokratische Union Deutschlands,EPP,2
35,Italy,Movimento 5 Stelle,NI,1
68,Spain,Partido Popular,EPP,2
38,Germany,Bündnis 90/Die Grünen,Greens/EFA,1
33,Italy,Lega,IDG,2
31,Portugal,Partido Socialista,S&D,1
58,France,Mouvement Démocrate,REG,1
35,Netherlands,Partij van de Arbeid,S&D,1
38,France,La France Insoumise,The Left,2
45,Czech Republic,Ano 2011,REG,1
56,Belgium,Mouvement Réformateur,REG,1
66,Italy,Partito Democratico,S&D,1
45,United Kingdom,Green Party,Greens/EFA,1
62,Denmark,"Venstre, Danmarks Liberale Parti",REG,1
57,Cyprus,Democratic Rally,EPP,2
70,Poland,Sojusz Lewicy Demokratycznej - Unia Pracy,S&D,1
45,Italy,Lega,IDG,2
51,Romania,Uniunea Salvați România,REG,1
51,Romania,Partidul Social Democrat,S&D,1
66,Slovakia,SMER-Sociálna demokracia,S&D,1
55,France,Les centristes,EPP,2
72,France,,NI,1
52,Italy,Lega,IDG,2
