Age,Country,Party,EPG,Vote
52,Bulgaria,Centre-droit,EPP,2
57,Italy,Droite,IDG,2
56,Spain,Centre-droit,S&D,3
52,United Kingdom,Centre-droit,Greens/EFA,1
68,Bulgaria,Droite,EPP,2
67,Portugal,Droite,EPP,2
59,Latvia,Centre,S&D,2
52,Germany,Droite,IDG,3
58,United Kingdom,Gauche,None,1
34,Germany,Gauche,Greens/EFA,1
60,France,Centre-droit,S&D,2
36,France,Droite,IDG,2
62,Belgium,Droite,IDG,2
54,Belgium,Centre-droit,S&D,1
50,Spain,Droite,EPP,2
46,Belgium,Centre,EPP,2
49,Poland,Centre,EPP,2
47,Romania,Centre,REG,2
56,Greece,Gauche,The Left,1
53,Greece,Centre,EPP,2
31,France,Gauche,The Left,1
75,Denmark,Gauche,Greens/EFA,1
54,Romania,Centre-droit,S&D,3
44,Netherlands,Centre,REG,2
50,Italy,Droite,IDG,2
47,Poland,NA,S&D,3
25,France,Droite,IDG,2
52,Germany,Centre-droit,S&D,2
55,Spain,Gauche,The Left,1
64,Italy,Centre-droit,S&D,3
53,Italy,Droite,IDG,2
71,United Kingdom,Centre,REG,2
55,Germany,Droite,IDG,3
50,Germany,Centre,REG,2
49,Italy,Centre,NI,1
40,France,Droite,IDG,2
35,France,Droite,EPP,2
45,Romania,Centre-droit,S&D,2
34,Italy,Centre-droit,S&D,1
38,Spain,Droite,EPP,2
66,United Kingdom,Centre,REG,2
52,Slovakia,Centre-droit,S&D,2
44,Germany,Centre,EPP,2
54,Germany,Droite,ECR,3
55,Sweden,Centre-droit,S&D,2
44,Poland,NA,S&D,2
46,Poland,NA,ECR,2
50,France,Centre,REG,2
67,France,Droite,IDG,2
53,France,Centre-droit,Greens/EFA,1
48,Italy,Droite,IDG,2
48,Sweden,Gauche,The Left,1
64,Romania,Centre,EPP,2
60,Lithuania,Centre-droit,S&D,2
34,Germany,Gauche,Greens/EFA,1
42,Hungary,Droite,NI,2
32,Germany,Centre-droit,Greens/EFA,1
46,Romania,Centre,EPP,2
57,Slovenia,Centre,EPP,2
34,France,Gauche,The Left,1
47,Italy,Centre-droit,S&D,2
58,Italy,Droite,IDG,2
40,Italy,Droite,IDG,2
40,Belgium,Gauche,The Left,1
69,Belgium,Centre,ECR,2
49,France,NA,REG,2
43,Germany,Gauche,Greens/EFA,1
53,Slovenia,Centre-droit,S&D,3
35,Belgium,Gauche,Greens/EFA,1
57,United Kingdom,Centre,REG,2
64,France,Droite,IDG,2
61,France,Centre,REG,2
50,Romania,Centre,EPP,2
51,United Kingdom,Droite,NI,1
57,United Kingdom,Droite,NI,1
60,United Kingdom,Centre,REG,2
42,Romania,Centre,EPP,2
80,Poland,Centre,EPP,2
45,Italy,Droite,IDG,2
51,Spain,Centre,REG,2
46,France,Centre,REG,2
41,Italy,Droite,EPP,2
65,Portugal,Droite,EPP,2
38,Germany,Gauche,Greens/EFA,1
38,France,Gauche,The Left,1
45,Czech Republic,Centre,REG,2
56,Belgium,Centre,REG,2
66,Italy,Centre-droit,S&D,2
45,United Kingdom,Centre-droit,Greens/EFA,1
62,Denmark,Centre,REG,2
57,Cyprus,Centre,EPP,2
51,Romania,Centre,REG,2
51,Romania,Centre-droit,S&D,2
