Age,Country,Party,EPG,Vote
47,Poland,NA,EPP,2
42,Italy,Droite,EPP,1
57,Italy,Droite,IDG,2
32,Malta,Centre-droit,S&D,2
71,Spain,Droite,ECR,1
56,Spain,Centre-droit,S&D,2
68,Bulgaria,Droite,EPP,2
67,France,Gauche,Greens/EFA,1
39,Bulgaria,Centre,REG,2
67,Portugal,Droite,EPP,2
52,Germany,Droite,IDG,2
34,Germany,Gauche,Greens/EFA,1
60,France,Centre-droit,S&D,1
36,France,Droite,IDG,3
41,Greece,Centre-droit,S&D,2
62,Belgium,Droite,IDG,3
64,Estonia,Centre,REG,2
67,Hungary,Centre-droit,S&D,2
54,Belgium,Centre-droit,S&D,1
50,Spain,Droite,EPP,2
46,Belgium,Centre,EPP,1
47,Romania,Centre,REG,2
56,Greece,Gauche,The Left,1
53,Greece,Centre,EPP,2
31,France,Gauche,The Left,1
75,Denmark,Gauche,Greens/EFA,1
57,Lithuania,Centre,REG,2
54,Romania,Centre-droit,S&D,2
44,Netherlands,Centre,REG,2
47,Poland,NA,S&D,2
25,France,Droite,IDG,3
52,Germany,Centre-droit,S&D,2
55,Spain,Gauche,The Left,1
64,Italy,Centre-droit,S&D,1
69,Romania,Centre,EPP,2
53,Italy,Droite,IDG,2
50,Spain,Centre,REG,2
43,France,NA,NI,3
55,Germany,Droite,IDG,2
50,Germany,Centre,REG,2
49,Italy,Centre,NI,1
68,Poland,NA,S&D,2
35,France,Droite,EPP,2
45,Romania,Centre-droit,S&D,2
34,Italy,Centre-droit,S&D,3
38,Spain,Droite,EPP,2
52,Slovakia,Centre-droit,S&D,2
44,Germany,Centre,EPP,2
37,Netherlands,Droite,EPP,2
54,Germany,Droite,ECR,2
51,Germany,Centre,EPP,2
55,Sweden,Centre-droit,S&D,2
44,Poland,NA,S&D,2
46,Poland,NA,ECR,2
50,France,Centre,REG,2
59,Spain,Centre,REG,2
45,Slovakia,Centre,EPP,2
67,France,Droite,IDG,3
59,Germany,Centre-droit,S&D,1
53,France,Centre-droit,Greens/EFA,1
48,Italy,Droite,IDG,2
48,Sweden,Gauche,The Left,1
64,Romania,Centre,EPP,2
65,Czech Republic,Droite,IDG,2
60,Lithuania,Centre-droit,S&D,2
34,Germany,Gauche,Greens/EFA,1
32,Germany,Centre-droit,Greens/EFA,1
46,Romania,Centre,EPP,2
57,Slovenia,Centre,EPP,2
34,France,Gauche,The Left,1
47,Italy,Centre-droit,S&D,2
58,Italy,Droite,IDG,2
40,Italy,Droite,IDG,2
49,Croatia,Centre-droit,S&D,2
40,Belgium,Gauche,The Left,1
34,Romania,Centre,REG,2
69,Belgium,Centre,ECR,2
49,France,NA,REG,2
43,Germany,Gauche,Greens/EFA,1
53,Slovenia,Centre-droit,S&D,1
35,Belgium,Gauche,Greens/EFA,1
52,Poland,Centre,ECR,2
64,France,Droite,IDG,3
61,France,Centre,REG,2
37,Germany,Droite,IDG,2
79,Germany,Centre-droit,Greens/EFA,1
50,Romania,Centre,EPP,2
64,Germany,Centre-droit,S&D,2
28,Germany,Centre-droit,S&D,1
50,Germany,NA,NI,1
42,Romania,Centre,EPP,2
67,Germany,Gauche,Greens/EFA,1
45,Spain,Droite,ECR,1
80,Poland,Centre,EPP,2
47,Italy,Centre,REG,2
45,Italy,Droite,IDG,2
51,Spain,Centre,REG,2
46,France,Centre,REG,2
60,France,Centre-droit,Greens/EFA,1
41,Italy,Droite,EPP,2
47,Portugal,Centre-droit,S&D,2
65,Portugal,Droite,EPP,2
52,Malta,Droite,EPP,2
50,Italy,Droite,IDG,2
44,Germany,Centre,EPP,2
35,Italy,Centre,NI,1
68,Spain,Droite,EPP,2
38,Germany,Gauche,Greens/EFA,1
33,Italy,Droite,IDG,2
31,Portugal,Centre-droit,S&D,2
58,France,Centre,REG,2
35,Netherlands,Centre-droit,S&D,1
38,France,Gauche,The Left,1
45,Czech Republic,Centre,REG,2
56,Belgium,Centre,REG,2
66,Italy,Centre-droit,S&D,1
62,Denmark,Centre,REG,2
57,Cyprus,Centre,EPP,2
70,Poland,Gauche,S&D,2
45,Italy,Droite,IDG,2
51,Romania,Centre-droit,S&D,2
66,Slovakia,Centre-droit,S&D,2
55,France,Centre,EPP,2
52,Italy,Droite,IDG,2
46,France,Centre-droit,Greens/EFA,1
36,Italy,NA,Greens/EFA,1
58,Italy,Centre-droit,S&D,1
53,Romania,Centre-droit,S&D,2
32,Hungary,Centre,REG,1
57,Ireland,Centre-droit,Greens/EFA,1
31,Malta,Centre-droit,S&D,2
57,Poland,Centre,ECR,2
62,Netherlands,Centre,EPP,2
44,Malta,Centre-droit,S&D,2
52,Ireland,Droite,The Left,1
38,Sweden,Centre-droit,S&D,2
49,France,Droite,EPP,2
67,Italy,Droite,IDG,2
62,Italy,Centre-droit,S&D,2
36,France,Centre,REG,2
43,France,Centre-droit,Greens/EFA,1
43,Hungary,Droite,NI,2
41,France,Centre-droit,Greens/EFA,1
65,Belgium,Droite,IDG,3
44,Germany,Gauche,Greens/EFA,1
57,Belgium,Centre-droit,Greens/EFA,1
44,Czech Republic,Centre,REG,2
48,Hungary,Centre-droit,S&D,2
32,Germany,Centre-droit,EPP,2
33,Hungary,Centre,REG,2
51,Italy,NA,NI,2
51,Italy,Centre,EPP,2
51,Italy,Droite,IDG,2
56,Poland,Centre,EPP,2
34,Germany,Centre,EPP,2
57,Spain,Centre-droit,S&D,2
60,France,Centre,REG,3
44,Slovakia,NA,REG,2
41,Bulgaria,Droite,ECR,2
57,Germany,Centre,EPP,2
44,Netherlands,Centre-droit,Greens/EFA,1
62,Netherlands,Droite,ECR,2
64,Germany,Gauche,The Left,1
38,Germany,Centre,REG,2
45,Germany,Centre-droit,S&D,2
55,Spain,Droite,EPP,2
37,Italy,Centre-droit,Greens/EFA,1
50,France,Droite,EPP,3
49,Slovenia,Centre-droit,S&D,2
53,Romania,Centre,EPP,2
54,France,Centre,REG,2
42,Sweden,Centre,REG,2
55,Germany,Centre-droit,EPP,2
53,Portugal,Droite,EPP,2
41,Spain,Centre-droit,S&D,2
57,Italy,Centre-droit,S&D,2
37,Italy,Centre,NI,1
42,Portugal,Droite,The Left,1
58,Germany,Droite,IDG,2
44,Italy,Droite,ECR,3
56,Italy,Droite,ECR,3
51,Italy,Droite,ECR,3
70,Ireland,Centre,EPP,2
48,Ireland,NA,The Left,1
48,Croatia,Centre-droit,REG,2
51,Cyprus,Centre,EPP,2
27,Greece,Droite,ECR,2
46,Poland,Centre,EPP,2
44,Belgium,Centre,EPP,2
54,Germany,Gauche,Greens/EFA,1
36,Germany,Gauche,Greens/EFA,1
60,Sweden,Centre-droit,S&D,2
35,Denmark,Centre-droit,S&D,2
32,Italy,Centre,NI,1
57,Denmark,Centre,REG,2
60,Germany,Centre,EPP,2
50,Hungary,Droite,NI,2
51,Spain,Centre-droit,S&D,2
32,Austria,Centre,REG,2
48,Italy,Droite,IDG,2
43,Spain,Centre-droit,S&D,2
76,Spain,Droite,EPP,2
43,Spain,Centre-droit,S&D,2
45,Spain,Centre-droit,S&D,2
53,Spain,Centre,REG,2
64,France,Droite,IDG,3
66,Germany,Centre-droit,S&D,2
52,Germany,Gauche,Greens/EFA,1
59,Germany,Centre-droit,S&D,2
52,Italy,Centre,NI,1
57,Cyprus,Gauche,The Left,1
46,Greece,Gauche,The Left,1
56,Germany,Centre,EPP,2
43,Romania,Centre,REG,2
46,Italy,Centre,NI,1
51,Germany,Gauche,Greens/EFA,1
49,Germany,Centre,EPP,2
45,Germany,Centre,REG,2
41,France,Centre-droit,S&D,1
68,Luxembourg,Centre,REG,2
44,Spain,Centre-droit,S&D,2
48,Spain,Centre-droit,S&D,2
56,Spain,Droite,EPP,2
56,Italy,Droite,IDG,2
66,Romania,Centre,S&D,2
27,Czech Republic,Centre-droit,Greens/EFA,1
48,France,Droite,IDG,3
44,Slovenia,Centre-droit,REG,2
55,France,Centre,REG,2
52,Italy,Centre-droit,S&D,1
36,Portugal,NA,Greens/EFA,1
