Age,Country,Party,EPG,Vote
51,Bulgaria,Centre-droit,EPP,1
56,Italy,Droite,IDG,1
70,Spain,Droite,ECR,1
55,Spain,Centre-droit,S&D,1
43,Sweden,Centre,REG,2
66,France,Gauche,Greens/EFA,1
38,Bulgaria,Centre,REG,2
55,United Kingdom,Centre-droit,Greens/EFA,1
51,Germany,Droite,IDG,1
57,United Kingdom,Gauche,None,3
35,France,Droite,IDG,1
63,Estonia,Centre,REG,2
48,Poland,Centre,EPP,1
46,Romania,Centre,REG,2
56,Lithuania,Centre,REG,2
53,Romania,Centre-droit,S&D,1
43,Netherlands,Centre,REG,2
46,Poland,NA,S&D,1
24,France,Droite,IDG,1
54,Spain,Gauche,The Left,2
63,Italy,Centre-droit,S&D,1
52,Italy,Droite,IDG,1
49,Spain,Centre,REG,2
70,United Kingdom,Centre,REG,2
49,Germany,Centre,REG,2
48,Italy,Centre,NI,1
39,France,Droite,IDG,1
67,Poland,NA,S&D,1
34,France,Droite,EPP,1
33,Italy,Centre-droit,S&D,1
37,Spain,Droite,EPP,1
65,United Kingdom,Centre,REG,3
51,Slovakia,Centre-droit,S&D,1
43,Germany,Centre,EPP,1
36,Netherlands,Droite,EPP,1
53,Germany,Droite,ECR,1
49,France,Centre,REG,2
58,Spain,Centre,REG,2
66,France,Droite,IDG,1
52,France,Centre-droit,Greens/EFA,1
47,Italy,Droite,IDG,1
47,Sweden,Gauche,The Left,2
41,Hungary,Droite,NI,1
33,France,Gauche,The Left,2
46,Italy,Centre-droit,S&D,1
57,Italy,Droite,IDG,1
39,Italy,Droite,IDG,1
48,Croatia,Centre-droit,S&D,1
39,Belgium,Gauche,The Left,2
48,France,NA,REG,2
42,Germany,Gauche,Greens/EFA,1
52,Slovenia,Centre-droit,S&D,1
34,Belgium,Gauche,Greens/EFA,1
56,United Kingdom,Centre,REG,2
51,Poland,Centre,ECR,1
63,France,Droite,IDG,1
60,France,Centre,REG,2
56,United Kingdom,Droite,NI,1
59,United Kingdom,Centre,REG,2
46,Italy,Centre,REG,1
44,Italy,Droite,IDG,1
50,Spain,Centre,REG,2
40,Italy,Droite,EPP,1
42,Ireland,Gauche,None,3
46,Portugal,Centre-droit,S&D,1
34,Italy,Centre,NI,1
37,Germany,Gauche,Greens/EFA,1
32,Italy,Droite,IDG,1
30,Portugal,Centre-droit,S&D,1
57,France,Centre,REG,2
34,Netherlands,Centre-droit,S&D,1
37,France,Gauche,The Left,2
44,Czech Republic,Centre,REG,2
55,Belgium,Centre,REG,2
44,United Kingdom,Centre-droit,Greens/EFA,1
56,Cyprus,Centre,EPP,1
69,Poland,Gauche,S&D,1
50,Romania,Centre,REG,2
50,Romania,Centre-droit,S&D,1
54,France,Centre,EPP,2
51,Italy,Droite,IDG,1
64,United Kingdom,Centre-droit,S&D,1
35,Italy,NA,Greens/EFA,1
57,Italy,Centre-droit,S&D,1
31,Hungary,Centre,REG,3
56,Ireland,Centre-droit,Greens/EFA,1
30,Malta,Centre-droit,S&D,1
61,Netherlands,Centre,EPP,1
43,Malta,Centre-droit,S&D,1
51,Ireland,Droite,The Left,1
50,Italy,NA,Greens/EFA,1
38,United Kingdom,Centre-droit,S&D,1
37,Sweden,Centre-droit,S&D,1
66,Italy,Droite,IDG,1
61,Italy,Centre-droit,S&D,1
35,France,Centre,REG,2
