Age,Country,Party,EPG,Vote
47,Poland,Independent,EPP,2
52,Bulgaria,Citizens for European Development of Bulgaria,EPP,2
42,Italy,Forza Italia,EPP,1
57,Italy,Lega,IDG,1
32,Malta,Partit Laburista,S&D,2
71,Spain,Vox,ECR,2
56,Spain,Partido Socialista Obrero Español,S&D,2
68,Bulgaria,Union of Democratic Forces,EPP,2
67,France,Régions et Peuples Solidaires,Greens/EFA,1
39,Bulgaria,Movement for Rights and Freedoms,REG,2
67,Portugal,Partido Social Democrata,EPP,2
52,Germany,Alternative für Deutschland,IDG,1
34,Germany,Bündnis 90/Die Grünen,Greens/EFA,1
60,France,Parti Socialiste,S&D,1
36,France,Rassemblement national,IDG,2
41,Greece,PASOK-KINAL,S&D,2
62,Belgium,Vlaams Belang,IDG,1
64,Estonia,Eesti Reformierakond,REG,2
67,Hungary,Demokratikus Koalíció,S&D,2
54,Belgium,Parti Socialiste,S&D,1
50,Spain,Partido Popular,EPP,2
46,Belgium,Christlich Soziale Partei,EPP,2
47,Romania,Uniunea Salvați România,REG,2
56,Greece,Coalition of the Radical Left,The Left,1
53,Greece,Nea Demokratia,EPP,2
31,France,La France Insoumise,The Left,1
75,Denmark,Socialistisk Folkeparti,Greens/EFA,1
57,Lithuania,Lietuvos Respublikos liberalų sąjūdis,REG,2
54,Romania,Partidul Social Democrat,S&D,2
44,Netherlands,Volkspartij voor Vrijheid en Democratie,REG,2
47,Poland,,S&D,2
25,France,Rassemblement national,IDG,2
52,Germany,Sozialdemokratische Partei Deutschlands,S&D,2
55,Spain,EH BILDU,The Left,1
64,Italy,Partito Democratico,S&D,2
69,Romania,Partidul Mișcarea Populară,EPP,2
53,Italy,Lega,IDG,1
50,Spain,Ciudadanos – Partido de la Ciudadanía,REG,2
43,France,,NI,2
55,Germany,Alternative für Deutschland,IDG,1
50,Germany,Freie Demokratische Partei,REG,2
49,Italy,Movimento 5 Stelle,NI,1
68,Poland,,S&D,2
35,France,Les Républicains,EPP,2
45,Romania,Partidul Social Democrat,S&D,2
34,Italy,Partito Democratico,S&D,2
38,Spain,Partido Popular,EPP,2
52,Slovakia,SMER-Sociálna demokracia,S&D,2
44,Germany,Christlich Demokratische Union Deutschlands,EPP,2
37,Netherlands,Christen Democratisch Appèl,EPP,2
54,Germany,Liberal-Conservative Refomists,ECR,1
51,Germany,Christlich Demokratische Union Deutschlands,EPP,2
55,Sweden,Arbetarepartiet- Socialdemokraterna,S&D,2
44,Poland,,S&D,2
46,Poland,,ECR,1
50,France,La République en marche,REG,2
59,Spain,Partido Nacionalista Vasco,REG,2
45,Slovakia,SPOLU – občianska demokracia,EPP,2
67,France,Rassemblement national,IDG,2
59,Germany,Sozialdemokratische Partei Deutschlands,S&D,2
53,France,Europe Écologie,Greens/EFA,1
48,Italy,Lega,IDG,1
48,Sweden,Vänsterpartiet,The Left,1
64,Romania,Partidul Naţional Liberal,EPP,2
65,Czech Republic,Svoboda a přímá demokracie,IDG,1
60,Lithuania,Lietuvos socialdemokratų partija,S&D,2
34,Germany,Bündnis 90/Die Grünen,Greens/EFA,1
32,Germany,Volt,Greens/EFA,1
46,Romania,Partidul Naţional Liberal,EPP,2
57,Slovenia,Slovenska ljudska stranka,EPP,2
34,France,La France Insoumise,The Left,1
47,Italy,Partito Democratico,S&D,2
58,Italy,Lega,IDG,1
40,Italy,Lega,IDG,1
49,Croatia,Socijaldemokratska partija Hrvatske,S&D,2
40,Belgium,Parti du Travail de Belgique,The Left,1
34,Romania,Uniunea Salvați România,REG,2
69,Belgium,Nieuw-Vlaamse Alliantie,ECR,1
49,France,,REG,2
